0	0
0.172693553	23693
1	23848.87567
1.5	23943.0824
2	24037.28913
2.5	24131.49586
3	24225.70259
3.5	24319.90932
4	24414.11605
4.5	24508.32278
5.08264	24618.1
5.18964	25191
5.33486	25737.8
5.5183	26241.3
5.70937	26562.5
5.91574	26953.1
6.10299	27230.9
6.3361	27560.8
6.55775	27890.6
6.78704	28194.4
7.02398	28489.6
7.26474	28810.8
7.51314	29071.2
7.76536	29253.5
8.00229	29470.5
8.23158	29739.6
8.47234	30017.4
8.72838	30260.4
8.98443	30468.8
9.24429	30677.1
9.50033	30885.4
9.76402	31085.1
10.0277	31267.4
10.2914	31441
10.5551	31614.6
10.8188	31796.9
11.0824	31944.4
11.3538	32057.3
11.6213	32178.8
11.885	32317.7
12.1563	32456.6
12.4276	32578.1
12.699	32691
12.9703	32795.1
13.2416	32881.9
13.5129	32977.4
13.7843	33072.9
14.0556	33151
14.3308	33229.2
14.6021	33307.3
14.8734	33376.7
15.1486	33446.2
15.4199	33506.9
15.695	33567.7
15.9664	33628.5
16.2415	33680.6
16.5167	33732.6
16.7918	33784.7
17.067	33836.8
17.3421	33880.2
17.6173	33906.3
17.8924	33932.3
18.1676	33975.7
18.4427	34010.4
18.7179	34036.5
18.993	34062.5
19.2682	34088.5
19.5433	34114.6
19.8185	34131.9
20.0936	34149.3
20.3688	34166.7
20.6439	34184
20.9191	34201.4
21.1942	34210.1
21.4694	34218.8
21.7445	34227.4
22.0197	34244.8
22.2948	34244.8
22.57	34244.8
22.8451	34244.8
23.1203	34244.8
23.3954	34236.1
23.6706	34218.8
23.9457	34201.4
24.2209	34184
24.496	34166.7
24.7712	34149.3
25.0463	34105.9
25.3177	34036.5
25.589	33949.7
25.8565	33819.4
26.124	33654.5
26.3801	33428.8
26.6285	33159.7
26.8692	32864.6
27.0947	32517.4
27.3431	32109.4
27.5838	31640.6
27.7902	31250
28.0653	30625
28.3405	29921.9
28.5813	29140.6
28.7532	28515.6
28.9252	27890.6
29.1316	27109.4
29.3035	26328.1
29.5099	25468.8
29.6475	24687.5
29.7506	24140.6
29.785	23750
