"","","","","","","Constants","Constants","Constants","Constants","Constants","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Responses","Responses","Responses","Composites","Objectives","","","","",
"Sampling","Iteration","Experiment","Marked","Category","Type","fa2","fa1","fa3","F10000","T","a1","a2","s11","s12","s13","s14","s15","s21","s22","s23","s24","s25","CurveMatching1","Curvematching1000","_10000ppms_Curvematching1000","StandardComposite1","StandardComposite1","Multi-Objective","Max Constr. Violation","Successful run","Simulation Location",
"Sampling1",4,27,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.4033951175820439e-002,7.8171340098169756e-002,4.4786623550141527e-002,5.0331817384281156e-002,6.2057126249296907e-002,3.5977101289526352e-002,9.5718302054201183e-003,3.5359341297080106e-002,4.3127794860940746e-002,5.8072533226224236e-002,2.3116656599741825e-002,8.7965248267456581e-003,1.4869748580324016e-001,8.5385000551530352e-002,9.9987122368280348e-002,3.3406960872305086e-001,3.3406960872305086e-001,3.3406960872305086e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,28,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.8921533146276669e-002,6.0962018589624377e-002,4.4815984409839513e-002,5.0239440488834247e-002,5.8100434001743195e-002,3.0048382365070514e-002,7.2353430056418351e-003,3.4711762032276841e-002,4.5991620230790162e-002,6.0303590945073940e-002,2.8128202520472580e-002,9.8681427273461172e-003,2.7083028234712074e+000,9.6540248928493633e-001,9.1238074855196874e-002,3.7649433876113405e+000,3.7649433876113405e+000,3.7649433876113405e+000,0.0000000000000000e+000,"yes","",
"Sampling1",4,29,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.1727565775339652e-002,7.8216055263571962e-002,4.5245504771739144e-002,5.2261937304530444e-002,5.8516472033973775e-002,3.3635554709128261e-002,7.0062666592739980e-003,3.4169801937791705e-002,4.2544546429799469e-002,5.8555602837841884e-002,2.4677455762218671e-002,9.8082938239266969e-003,8.2699804596738563e-002,6.9910291305126354e-002,3.6741476948936119e-002,1.8935157285080104e-001,1.8935157285080104e-001,1.8935157285080104e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,30,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.1349322758385443e-002,4.4877036850475172e-002,4.3481710047253326e-002,5.0586607697280912e-002,6.2065938503226330e-002,3.0109719987793458e-002,1.2061564354965427e-002,3.3385195252302782e-002,4.3442816380316045e-002,5.8047723463115403e-002,2.8194995926425132e-002,6.5834383940875339e-003,3.3079983874144840e-002,4.7531628903725781e-002,1.1722023490470605e-001,1.9783184768257667e-001,1.9783184768257667e-001,1.9783184768257667e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,31,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.6707745040007872e-002,6.9642300292306947e-002,4.3178285585288106e-002,5.1129259223013701e-002,5.8050856663512555e-002,3.6271110603008319e-002,1.2129530907774234e-002,3.3056648233220409e-002,4.2813969304493091e-002,5.8031259811479323e-002,2.8837560803048133e-002,8.8246075362564298e-003,2.2572805237736970e-002,4.9074040428779178e-002,6.4028277595907665e-002,1.3567512326242381e-001,1.3567512326242381e-001,1.3567512326242381e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,32,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.9632485341847639e-002,7.2591466184057624e-002,4.3295111489481175e-002,5.1831865022117667e-002,5.8235807240659632e-002,3.4500080146793663e-002,7.0165001371923818e-003,3.5406668470633555e-002,4.4775263642077949e-002,5.8626827866434375e-002,2.9061876754657517e-002,8.0943507891965798e-003,2.1635593098974323e-002,3.6414668125019652e-002,4.7315635967964398e-002,1.0536589719195838e-001,1.0536589719195838e-001,1.0536589719195838e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,33,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.0317244895964274e-002,3.1364805651293064e-002,4.3245314592443705e-002,5.0029525970971933e-002,5.8255357075276099e-002,3.1128954738042849e-002,1.1787246498563136e-002,3.3015862183329657e-002,4.2660339243795482e-002,6.0206230335110120e-002,2.8611808109857965e-002,9.9133312158785330e-003,3.0316420929254254e-002,6.2859205730442611e-002,1.7819428844591334e-001,2.7136991510561020e-001,2.7136991510561020e-001,2.7136991510561020e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,34,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.0014094725677428e-002,7.5491079790571250e-002,4.4642785343641057e-002,5.2786436247328490e-002,6.1422679414087508e-002,3.5997885642384604e-002,1.1984626787683871e-002,3.3053682700411174e-002,4.5964319943984297e-002,6.0170651979858478e-002,2.8627771908158510e-002,7.4212134033859083e-003,1.5777605695404084e-001,7.0882373007636210e-002,8.5765788042679106e-002,3.1442421800435616e-001,3.1442421800435616e-001,3.1442421800435616e-001,0.0000000000000000e+000,"yes","",
"Sampling1",4,35,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.9982235721169856e-002,2.7864078355160748e-002,4.5170856001628741e-002,5.1606299790386147e-002,6.2029754402710260e-002,3.6213383447811963e-002,7.5246885146807241e-003,3.5155926377360501e-002,4.5988000672758288e-002,6.0287438547292203e-002,2.3029453260942641e-002,9.0346902334991937e-003,1.2570079680935647e-001,6.4499978556012805e-002,5.6405125402846222e-002,2.4660590076821551e-001,2.4660590076821551e-001,2.4660590076821551e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,1,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.3323858818677851e-002,3.1376652402416605e-002,4.5303999999999997e-002,5.0000000000000003e-002,5.8048295862112728e-002,3.6336000000000000e-002,1.2184000000000000e-002,3.5426163702135575e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,7.2901051026833920e-003,3.1994408701321905e-002,3.6970816736351247e-002,3.4557069982622687e-002,1.0352229542029584e-001,1.0352229542029584e-001,1.0352229542029584e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,2,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.1606575680138850e-002,5.6563290891759196e-002,4.4465853217341415e-002,5.2518478750738250e-002,5.6793576966471311e-002,3.8568863084525562e-002,1.3062080012288330e-002,3.4624793577628467e-002,4.3308732089591954e-002,5.9520380387999512e-002,2.7398230921418836e-002,7.5019608569745853e-003,1.8391693244530105e-002,3.0463918170111064e-002,3.5194580859969529e-002,8.4050192274610691e-002,8.4050192274610691e-002,8.4050192274610691e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,3,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.1821599266608419e-002,5.8446393279856464e-002,4.6134270438810451e-002,5.0450315912137153e-002,5.8617533443280058e-002,3.8662957295599681e-002,1.4167365895180573e-002,3.4556838244895062e-002,4.5772320603221853e-002,5.9723961702904088e-002,2.5705926538055993e-002,6.2968770231428463e-003,3.2652981880876751e-002,5.2694071750721043e-002,4.4139668901475027e-002,1.2948672253307281e-001,1.2948672253307281e-001,1.2948672253307281e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,4,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.6802669529173125e-002,5.6567664217018629e-002,4.5581764086536920e-002,5.2701367563977128e-002,5.9704434215972962e-002,3.8781534224235560e-002,1.4194784892051518e-002,3.6415543696607475e-002,4.3244697652671985e-002,5.8481598083027241e-002,2.3132802169248609e-002,5.7410845906896053e-003,1.9050168592810297e-002,3.0086952604812391e-002,4.0518235226613665e-002,8.9655356424236360e-002,8.9655356424236360e-002,8.9655356424236360e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,5,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.9618967374172603e-002,1.0227668068821902e-002,4.4683817786272631e-002,5.0036214860345700e-002,5.9383541907024710e-002,3.5382882869908629e-002,1.4131911414411627e-002,3.4788825166424092e-002,4.4284793690255481e-002,5.9816362469845868e-002,2.3592315918350773e-002,8.7940755352933463e-003,5.5634008359166952e-002,5.5068177740585020e-002,1.8223817968382261e-001,2.9294036578357457e-001,2.9294036578357457e-001,2.9294036578357457e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,6,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1719836834951924e-002,5.9423247611412280e-002,4.6162495610127800e-002,5.0048113914486214e-002,5.6463297660959623e-002,3.4259223325176627e-002,1.0231748956151209e-002,3.4491187684437652e-002,4.3255688954454065e-002,5.8198089242567683e-002,2.4269292226049878e-002,8.8363389211877919e-003,5.8227539167357727e-002,4.3484430402353849e-002,1.3860754118589183e-002,1.1557272368830075e-001,1.1557272368830075e-001,1.1557272368830075e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,7,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.2244348781128093e-002,2.6531924246928261e-002,4.6138021392704641e-002,5.0075500565439121e-002,5.9556922173156265e-002,3.4511598774789563e-002,1.4198064979136435e-002,3.6447990725577611e-002,4.3547422571068063e-002,5.8682870511679405e-002,2.7418550032667147e-002,8.5400440284081336e-003,1.4677346066198516e-002,3.5680869919837530e-002,1.0881930705619573e-001,1.5917752304223176e-001,1.5917752304223176e-001,1.5917752304223176e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,8,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.3027070381241044e-002,1.0202763039814428e-002,4.4429878595996578e-002,5.1827175715980396e-002,5.6669195675891119e-002,3.4087679529633576e-002,1.3838449897994147e-002,3.6385615599989103e-002,4.5938209154519696e-002,5.8008480638693058e-002,2.7477593595068697e-002,8.7907846692123464e-003,2.4349750760601578e-002,3.7388864488988614e-002,3.4582563410179824e-002,9.6321178659770024e-002,9.6321178659770024e-002,9.6321178659770024e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,9,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.1412667935851614e-002,2.4843713814442631e-002,4.5925240780886084e-002,5.0516468448970217e-002,5.7026154469114590e-002,3.3873019609262749e-002,1.4134356959910364e-002,3.6451109521555905e-002,4.4873432507105029e-002,5.9797056693721866e-002,2.7679036405314956e-002,5.8546556042785598e-003,1.4108328193800984e-002,3.8918214081479510e-002,4.1566805518087155e-002,9.4593347793367644e-002,9.4593347793367644e-002,9.4593347793367644e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,10,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.6462460866303052e-002,1.0204260296125820e-002,4.6175195339942507e-002,5.2827216169193364e-002,5.6502240941039339e-002,3.5696701027567099e-002,1.2034946061357570e-002,3.5240969249989477e-002,4.3259626347453783e-002,5.9674540842351430e-002,2.4933502130964940e-002,8.6377624672837137e-003,3.2481802767918760e-002,3.1413083952701357e-002,3.2589144580495853e-002,9.6484031301115963e-002,9.6484031301115963e-002,9.6484031301115963e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,11,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.2162503509162785e-002,5.8575156627638944e-002,4.5555020248525750e-002,5.2758642821509126e-002,5.9604645896199959e-002,3.3912779367064008e-002,1.0175813424702340e-002,3.6197992575061747e-002,4.5346181862481370e-002,5.8192540138598654e-002,2.3231658170338444e-002,8.0765495496449222e-003,6.8610748104223102e-002,3.6997016127842959e-002,3.6466827168149488e-002,1.4207459140021556e-001,1.4207459140021556e-001,1.4207459140021556e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,12,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0785347558242758e-002,5.7499610883267521e-002,4.6184138648912784e-002,5.0077520409687083e-002,5.9593981566569199e-002,3.5040988466306856e-002,1.0705474444075883e-002,3.6021118325771165e-002,4.5841319887936958e-002,5.9518293471131328e-002,2.7926076549446479e-002,5.7758416261064847e-003,7.4096811006891250e-003,3.4239793762581870e-002,4.6095007433580484e-002,8.7744482296851473e-002,8.7744482296851473e-002,8.7744482296851473e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,13,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.0752456125872366e-002,3.4988119636027513e-002,4.4439212121607494e-002,5.1879025368411241e-002,5.9655940108307610e-002,3.3874708393916479e-002,1.0568893225230585e-002,3.4478270622262497e-002,4.3241021623509381e-002,5.8857834935089816e-002,2.6633237323862378e-002,8.6147831373823078e-003,2.1030522081097722e-002,4.3511221407960203e-002,7.5287023401650124e-002,1.3982876689070806e-001,1.3982876689070806e-001,1.3982876689070806e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,14,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.1491916730673215e-002,1.0304004171323525e-002,4.4984930464263224e-002,5.0414524442556702e-002,5.6450681725845712e-002,3.8372097568314736e-002,1.4027869288848482e-002,3.5898925540634244e-002,4.3366905342379566e-002,5.8090015201463563e-002,2.7375537587203472e-002,8.4138850639381320e-003,1.3969627781931322e+000,1.6712274296933598e-002,1.5566383609703119e-002,1.4292414360997689e+000,1.4292414360997689e+000,1.4292414360997689e+000,0.0000000000000000e+000,"yes","",
"Sampling1",5,15,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0242431752480321e-002,3.2085780852982887e-002,4.5083717843529665e-002,5.1309708200094110e-002,5.6598864561759533e-002,3.4221574341503150e-002,1.4235342777996221e-002,3.4556498568551010e-002,4.3243632497392229e-002,5.8687051993313914e-002,2.6140227649466868e-002,5.7364325445928271e-003,1.6173554615844417e+000,4.1496028159544528e-002,4.0234651708593139e-002,1.6990861414525793e+000,1.6990861414525793e+000,1.6990861414525793e+000,0.0000000000000000e+000,"yes","",
"Sampling1",5,16,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.4552807523719949e-002,1.1438268590072551e-002,4.4456389644455384e-002,5.0180034844942885e-002,5.6468839448325432e-002,3.7893248053080975e-002,1.0379830460476485e-002,3.6132207766459659e-002,4.3425561930217974e-002,5.9828548336250863e-002,2.3048141628116636e-002,8.6488566148237578e-003,9.0523772523317739e-002,3.1161561119352494e-002,1.2780286574551681e-002,1.3446562021722192e-001,1.3446562021722192e-001,1.3446562021722192e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,17,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.9457867825104699e-002,1.0828653460877989e-002,4.4672128986229201e-002,5.1266747529209435e-002,5.9467326030108007e-002,3.8719489429846508e-002,1.0186559843393053e-002,3.6366328820466892e-002,4.5993252319496906e-002,5.9782608020983778e-002,2.4958034826896389e-002,5.8186459258684591e-003,1.4008651779240570e-002,3.2876892162963245e-002,4.3047885441612491e-002,8.9933429383816307e-002,8.9933429383816307e-002,8.9933429383816307e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,18,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.0780121040627083e-002,5.5050150624562630e-002,4.6077455696506980e-002,5.0420687610547375e-002,5.9446737641600848e-002,3.8847645056416968e-002,1.0329977429225768e-002,3.6424157973685888e-002,4.3686296289284825e-002,5.9270009264073421e-002,2.4735713808426450e-002,7.6085327577970858e-003,1.9201277240897197e-002,2.7066870440176583e-002,2.3783814816560733e-002,7.0051962497634512e-002,7.0051962497634512e-002,7.0051962497634512e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,19,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.6817043528181282e-002,1.3371384685592919e-002,4.6200760495408395e-002,5.2496716139801072e-002,5.9657864197897918e-002,3.8728301145343300e-002,1.4200987200161528e-002,3.4489900264779792e-002,4.3337925454641782e-002,5.8078961443108194e-002,2.6942259940807081e-002,6.5291125573018888e-003,1.4945298234631981e-003,2.4738446895164960e-002,2.8120346477049567e-002,5.4353323195677726e-002,5.4353323195677726e-002,5.4353323195677726e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,20,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.8788803916852759e-002,1.3124770672186144e-002,4.4508434100759754e-002,5.2818336718392589e-002,5.6419399454188272e-002,3.8383189347824934e-002,1.4181042905119512e-002,3.6243535520780260e-002,4.5780877916519976e-002,5.8597180004303286e-002,2.3019426419643864e-002,5.8093347243290561e-003,2.8336644074182132e-001,2.4874475750501845e-001,3.7038799260485138e-002,5.6914999750732498e-001,5.6914999750732498e-001,5.6914999750732498e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,21,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0879399127088516e-002,5.7010052079610379e-002,4.4406650559821986e-002,5.0018710914103579e-002,5.6878604713543009e-002,3.8729016251977791e-002,1.0544753696295634e-002,3.5200181353314583e-002,4.3723524224316433e-002,5.9257817526486678e-002,2.7094389210034722e-002,5.9907002773843324e-003,2.9172308882393538e-002,3.2553815216837378e-001,3.6160626107643881e-002,3.9087108715841118e-001,3.9087108715841118e-001,3.9087108715841118e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,22,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0693345267368716e-002,1.2694215974486330e-002,4.6207414735548361e-002,5.0774402816811573e-002,5.9472120880934683e-002,3.8003400833229797e-002,1.0504091368103041e-002,3.4410675120975169e-002,4.3466815459876892e-002,5.9794057559120817e-002,2.3365521013137984e-002,6.6609619507403996e-003,2.5069277530608267e-002,2.7494119559591725e-002,1.7747481224114438e-002,7.0310878314314429e-002,7.0310878314314429e-002,7.0310878314314429e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,23,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.5151248941401356e-002,1.1688015956225215e-002,4.4500336833508132e-002,5.1942938290984501e-002,5.6514984038589913e-002,3.3853213237687162e-002,1.0617855514677749e-002,3.4574925372720014e-002,4.5338140276800880e-002,5.9827108107725742e-002,2.3110785756437737e-002,5.8580604883774487e-003,1.9374301088690035e-002,3.2240274723898954e-002,3.5037921548349338e-002,8.6652497360938330e-002,8.6652497360938330e-002,8.6652497360938330e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,24,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.2156399734846736e-002,1.1767997999011903e-002,4.4817438346614363e-002,5.2820751066148107e-002,5.9373831420263208e-002,3.8145225883695143e-002,1.1344634227381405e-002,3.6443282003291534e-002,4.3395228578848671e-002,5.8051607546176706e-002,2.3049532689396628e-002,8.7778990823847436e-003,9.4649774257436370e-002,3.7502115294331451e-002,2.9733060766425859e-002,1.6188495031819367e-001,1.6188495031819367e-001,1.6188495031819367e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,25,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.4594407908936931e-002,5.1439593219251109e-002,4.4554861145070485e-002,5.0759969385129895e-002,5.9663234973230748e-002,3.3901164302759634e-002,1.3011523447050463e-002,3.6433994958200253e-002,4.3452990861534833e-002,5.9828835937542423e-002,2.3267192862069672e-002,5.8271969704609241e-003,1.3470170709007811e-002,3.7175966973383677e-002,9.4290604148764223e-002,1.4493674183115571e-001,1.4493674183115571e-001,1.4493674183115571e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,26,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.3987190430457922e-002,1.0753947927353406e-002,4.6085540342795731e-002,5.0244981234120967e-002,5.6466613899718361e-002,3.8549890767598669e-002,1.0248579693173257e-002,3.4465452806946059e-002,4.5906256206051897e-002,5.9490352731387017e-002,2.7776641408231863e-002,5.7698983451934050e-003,3.8149368781734798e-003,5.3659386927983929e-002,4.6963455828236703e-002,1.0443777963439412e-001,1.0443777963439412e-001,1.0443777963439412e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,27,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.1011827740857337e-002,5.8416782667723342e-002,4.4419830640048286e-002,5.0138703085982617e-002,5.9551647713531303e-002,3.8720172365025007e-002,1.4233336138409514e-002,3.5245066835840264e-002,4.3308683451636437e-002,5.8926876147958079e-002,2.3092646835132378e-002,8.8155928109016034e-003,1.1586339368764867e-001,7.4117189369537942e-002,1.8675864868797523e-001,3.7673923174516188e-001,3.7673923174516188e-001,3.7673923174516188e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,28,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.9898446803405230e-002,1.1467502805620207e-002,4.6159301118913178e-002,5.2161899559058103e-002,5.9590893243920258e-002,3.5175489027807774e-002,1.0162099753589789e-002,3.6031595175856801e-002,4.5542854760687833e-002,5.8031115022610338e-002,2.7900993758569317e-002,8.5799721879052243e-003,3.9486669882467795e-003,2.8816885736295737e-002,3.2051720100310446e-002,6.4817272824852959e-002,6.4817272824852959e-002,6.4817272824852959e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,29,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.1366091192082790e-002,5.6694168792991308e-002,4.4991915972617320e-002,5.2689249954387694e-002,5.6567716360499849e-002,3.4300214111773045e-002,1.3205014147786843e-002,3.6350976950452203e-002,4.3329118269790641e-002,5.8183067352188783e-002,2.3051074564010465e-002,8.5046877042935665e-003,7.5883593008616260e-002,3.5522677368922340e-002,3.2436903845412299e-002,1.4384317422295090e-001,1.4384317422295090e-001,1.4384317422295090e-001,0.0000000000000000e+000,"yes","",
"Sampling1",5,30,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.9530435618471327e-002,5.8628365033305714e-002,4.5819008819191091e-002,5.2851961728177008e-002,5.9641037992768473e-002,3.3817449620861570e-002,1.4219984744776403e-002,3.4508096421903341e-002,4.5901963444872129e-002,5.8873225178578820e-002,2.3209856260295744e-002,7.8655095619805659e-003,2.1090360725986339e+000,4.8559607697091133e-002,6.4436127927780265e-002,2.2220318082235053e+000,2.2220318082235053e+000,2.2220318082235053e+000,0.0000000000000000e+000,"yes","",
"Sampling1",5,31,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.6947289347238665e-002,4.7259507215443766e-002,4.6187799970203454e-002,5.2039146345377943e-002,5.7911845757953481e-002,3.5155697868870593e-002,1.0231015526453896e-002,3.4480183292895136e-002,4.3816789317347692e-002,5.8123693324299654e-002,2.3658567786885708e-002,5.7889953115497573e-003,2.0704451046650914e-002,3.9936475349826771e-002,3.5158097749974519e-002,9.5799024146452194e-002,9.5799024146452194e-002,9.5799024146452194e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,32,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.4813679234877029e-002,5.1517478340277159e-002,4.5359279526730620e-002,5.2659844739020592e-002,5.6411284347170375e-002,3.8633481376826574e-002,1.0353251598188297e-002,3.6425745192527684e-002,4.5833883202205113e-002,5.8001475694379072e-002,2.7027316866822564e-002,5.9556435986774896e-003,6.9563922487047673e-003,1.8443069079914151e-002,3.5108683835819540e-002,6.0508145164438462e-002,6.0508145164438462e-002,6.0508145164438462e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,33,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0516274640701765e-002,2.7034397791815962e-002,4.5405207346817404e-002,5.2825971476687890e-002,5.9657266268888266e-002,3.7579105642252926e-002,1.2711734049862124e-002,3.5589070213820802e-002,4.5929506131837904e-002,5.9827987818141741e-002,2.7653097516568730e-002,8.8064813480901744e-003,2.2659980643267862e-002,3.6387845430937926e-002,3.8233175538593844e-002,9.7281001612799636e-002,9.7281001612799636e-002,9.7281001612799636e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,34,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.8720531781007853e-002,5.8636242109284878e-002,4.6194572941363268e-002,5.2727856268599119e-002,5.6445916981861716e-002,3.4564642774477627e-002,1.0630599767124518e-002,3.5576591903253525e-002,4.5960636345288401e-002,5.9796756888490690e-002,2.8000297231611331e-002,8.5596957429997095e-003,1.6410727458557036e-002,2.5463762822427523e-002,3.0463859021808475e-002,7.2338349302793037e-002,7.2338349302793037e-002,7.2338349302793037e-002,0.0000000000000000e+000,"yes","",
"Sampling1",5,35,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.3927776803127748e-002,5.6559391416085451e-002,4.6146845719976959e-002,5.1450147242025880e-002,5.6409151160462030e-002,3.7404366308379157e-002,1.3977636924473825e-002,3.6376840305176246e-002,4.4730491692530412e-002,5.9832330675811222e-002,2.3689493629170087e-002,7.8792051078604222e-003,1.7245105787497803e-002,3.5835699707005265e-002,3.0629016920736697e-002,8.3709822415239776e-002,8.3709822415239776e-002,8.3709822415239776e-002,0.0000000000000000e+000,"yes","",
